id,canonical_slug,name,created,description,context_length,supported_parameters,hugging_face_id,knowledge_cutoff,expiration_date,supported_voices
openai/gpt-audio,openai/gpt-audio,OpenAI: GPT Audio,1768862569,The gpt-audio model is OpenAI's first generally available audio model. The new snapshot features an upgraded decoder for more natural sounding voices and maintains better voice consistency. Audio is priced...,128000,frequency_penalty; logit_bias; logprobs; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_logprobs; top_p,,,,
openai/gpt-audio-mini,openai/gpt-audio-mini,OpenAI: GPT Audio Mini,1768859419,A cost-efficient version of GPT Audio. The new snapshot features an upgraded decoder for more natural sounding voices and maintains better voice consistency. Input is priced at $0.60 per million...,128000,frequency_penalty; logit_bias; logprobs; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_logprobs; top_p,,,,
z-ai/glm-4.7-flash,z-ai/glm-4.7-flash-20260119,Z.ai: GLM 4.7 Flash,1768833913,"As a 30B-class SOTA model, GLM-4.7-Flash offers a new option that balances performance and efficiency. It is further optimized for agentic coding use cases, strengthening coding capabilities, long-horizon task planning,...",200000,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,zai-org/GLM-4.7-Flash,,,
openai/gpt-5.2-codex,openai/gpt-5.2-codex-20260114,OpenAI: GPT-5.2-Codex,1768409315,"GPT-5.2-Codex is an upgraded version of GPT-5.1-Codex optimized for software engineering and coding workflows. It is designed for both interactive development sessions and long, independent execution of complex engineering tasks....",400000,include_reasoning; max_completion_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,,,
bytedance-seed/seed-1.6-flash,bytedance-seed/seed-1.6-flash-20250625,ByteDance Seed: Seed 1.6 Flash,1766505011,"Seed 1.6 Flash is an ultra-fast multimodal deep thinking model by ByteDance Seed, supporting both text and visual understanding. It features a 256k context window and can generate outputs of...",262144,frequency_penalty; include_reasoning; max_tokens; reasoning; response_format; stop; structured_outputs; temperature; tool_choice; tools; top_p,,,,
bytedance-seed/seed-1.6,bytedance-seed/seed-1.6-20250625,ByteDance Seed: Seed 1.6,1766504997,Seed 1.6 is a general-purpose model released by the ByteDance Seed team. It incorporates multimodal capabilities and adaptive deep thinking with a 256K context window.,262144,frequency_penalty; include_reasoning; max_tokens; reasoning; response_format; stop; structured_outputs; temperature; tool_choice; tools; top_p,,,,
minimax/minimax-m2.1,minimax/minimax-m2.1,MiniMax: MiniMax M2.1,1766454997,"MiniMax-M2.1 is a lightweight, state-of-the-art large language model optimized for coding, agentic workflows, and modern application development. With only 10 billion activated parameters, it delivers a major jump in real-world...",204800,frequency_penalty; include_reasoning; max_tokens; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; temperature; tool_choice; tools; top_k; top_p,MiniMaxAI/MiniMax-M2.1,,,
z-ai/glm-4.7,z-ai/glm-4.7-20251222,Z.ai: GLM 4.7,1766378014,"GLM-4.7 is Z.ai’s latest flagship model, featuring upgrades in two key areas: enhanced programming capabilities and more stable multi-step reasoning/execution. It demonstrates significant improvements in executing complex agent tasks while...",204800,frequency_penalty; include_reasoning; logit_bias; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_a; top_k; top_p,zai-org/GLM-4.7,,,
google/gemini-3-flash-preview,google/gemini-3-flash-preview-20251217,Google: Gemini 3 Flash Preview,1765987078,"Gemini 3 Flash Preview is a high speed, high value thinking model designed for agentic workflows, multi turn chat, and coding assistance. It delivers near Pro level reasoning and tool...",1048576,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,,,,
google/gemini-3-flash-preview:batch,google/gemini-3-flash-preview-20251217,Google: Gemini 3 Flash Preview (batch),1765987078,"Gemini 3 Flash Preview is a high speed, high value thinking model designed for agentic workflows, multi turn chat, and coding assistance. It delivers near Pro level reasoning and tool...",1048576,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,,,,
nvidia/nemotron-3-nano-30b-a3b,nvidia/nemotron-3-nano-30b-a3b,NVIDIA: Nemotron 3 Nano 30B A3B,1765731275,NVIDIA Nemotron 3 Nano 30B A3B is a small language MoE model with highest compute efficiency and accuracy for developers to build specialized agentic AI systems. The model is fully...,262144,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,,,
openai/gpt-5.2-chat,openai/gpt-5.2-chat-20251211,OpenAI: GPT-5.2 Chat,1765389783,"GPT-5.2 Chat (AKA Instant) is the fast, lightweight member of the 5.2 family, optimized for low-latency chat while retaining strong general intelligence. It uses adaptive reasoning to selectively “think” on...",128000,max_completion_tokens; response_format; seed; structured_outputs; tool_choice; tools,,,,
openai/gpt-5.2-pro,openai/gpt-5.2-pro-20251211,OpenAI: GPT-5.2 Pro,1765389780,"GPT-5.2 Pro is OpenAI’s most advanced model, offering major improvements in agentic coding and long context performance over GPT-5 Pro. It is optimized for complex tasks that require step-by-step reasoning,...",400000,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,,,
openai/gpt-5.2-pro:batch,openai/gpt-5.2-pro-20251211,OpenAI: GPT-5.2 Pro (batch),1765389780,"GPT-5.2 Pro is OpenAI’s most advanced model, offering major improvements in agentic coding and long context performance over GPT-5 Pro. It is optimized for complex tasks that require step-by-step reasoning,...",400000,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,,,
openai/gpt-5.2,openai/gpt-5.2-20251211,OpenAI: GPT-5.2,1765389775,"GPT-5.2 is the latest frontier-grade model in the GPT-5 series, offering stronger agentic and long context perfomance compared to GPT-5.1. It uses adaptive reasoning to allocate computation dynamically, responding quickly...",400000,include_reasoning; max_completion_tokens; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,,,
openai/gpt-5.2:batch,openai/gpt-5.2-20251211,OpenAI: GPT-5.2 (batch),1765389775,"GPT-5.2 is the latest frontier-grade model in the GPT-5 series, offering stronger agentic and long context perfomance compared to GPT-5.1. It uses adaptive reasoning to allocate computation dynamically, responding quickly...",400000,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,,,
mistralai/devstral-2512,mistralai/devstral-2512,Mistral: Devstral 2 2512,1765285419,Devstral 2 is a state-of-the-art open-source model by Mistral AI specializing in agentic coding. It is a 123B-parameter dense transformer model supporting a 256K context window. Devstral 2 supports exploring...,262144,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,mistralai/Devstral-2-123B-Instruct-2512,,,
relace/relace-search,relace/relace-search-20251208,Relace: Relace Search,1765213560,"The relace-search model uses 4-12 `view_file` and `grep` tools in parallel to explore a codebase and return relevant files to the user request. In contrast to RAG, relace-search performs agentic...",256000,max_tokens; response_format; seed; stop; temperature; tool_choice; tools; top_p,,,,
z-ai/glm-4.6v,z-ai/glm-4.6-20251208,Z.ai: GLM 4.6V,1765207462,"GLM-4.6V is a large multimodal model designed for high-fidelity visual understanding and long-context reasoning across images, documents, and mixed media. It supports up to 128K tokens, processes complex page layouts...",131072,frequency_penalty; include_reasoning; max_tokens; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; temperature; tool_choice; tools; top_k; top_p,zai-org/GLM-4.6V,,,
openrouter/bodybuilder,openrouter/bodybuilder,Body Builder (beta),1764903653,"Transform your natural language requests into structured OpenRouter API request objects. Describe what you want to accomplish with AI models, and Body Builder will construct the appropriate API calls. Example:...",128000,,,,,
openai/gpt-5.1-codex-max,openai/gpt-5.1-codex-max-20251204,OpenAI: GPT-5.1-Codex-Max,1764878934,"GPT-5.1-Codex-Max is OpenAI’s latest agentic coding model, designed for long-running, high-context software development tasks. It is based on an updated version of the 5.1 reasoning stack and trained on agentic...",400000,include_reasoning; max_completion_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,,,
amazon/nova-2-lite-v1,amazon/nova-2-lite-v1,Amazon: Nova 2 Lite,1764696672,"Nova 2 Lite is a fast, cost-effective reasoning model for everyday workloads that can process text, images, and videos to generate text. Nova 2 Lite demonstrates standout capabilities in processing...",1000000,include_reasoning; max_tokens; reasoning; stop; temperature; tool_choice; tools; top_k; top_p,,,,
mistralai/ministral-14b-2512,mistralai/ministral-14b-2512,Mistral: Ministral 3 14B 2512,1764681735,"The largest model in the Ministral 3 family, Ministral 3 14B offers frontier capabilities and performance comparable to its larger Mistral Small 3.2 24B counterpart. A powerful and efficient language...",262144,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,mistralai/Ministral-3-14B-Instruct-2512,,,
mistralai/ministral-8b-2512,mistralai/ministral-8b-2512,Mistral: Ministral 3 8B 2512,1764681654,"A balanced model in the Ministral 3 family, Ministral 3 8B is a powerful, efficient tiny language model with vision capabilities.",262144,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,mistralai/Ministral-3-8B-Instruct-2512,,,
mistralai/ministral-8b-2512:batch,mistralai/ministral-8b-2512,Mistral: Ministral 3 8B 2512 (batch),1764681654,"A balanced model in the Ministral 3 family, Ministral 3 8B is a powerful, efficient tiny language model with vision capabilities.",262144,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,mistralai/Ministral-3-8B-Instruct-2512,,,
mistralai/ministral-3b-2512,mistralai/ministral-3b-2512,Mistral: Ministral 3 3B 2512,1764681560,"The smallest model in the Ministral 3 family, Ministral 3 3B is a powerful, efficient tiny language model with vision capabilities.",131072,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,mistralai/Ministral-3-3B-Instruct-2512,,,
mistralai/mistral-large-2512,mistralai/mistral-large-2512,Mistral: Mistral Large 3 2512,1764624472,"Mistral Large 3 2512 is Mistral’s most capable model to date, featuring a sparse mixture-of-experts architecture with 41B active parameters (675B total), and released under the Apache 2.0 license.",262144,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,,,,
mistralai/mistral-large-2512:batch,mistralai/mistral-large-2512,Mistral: Mistral Large 3 2512 (batch),1764624472,"Mistral Large 3 2512 is Mistral’s most capable model to date, featuring a sparse mixture-of-experts architecture with 41B active parameters (675B total), and released under the Apache 2.0 license.",262144,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,,,,
deepseek/deepseek-v3.2,deepseek/deepseek-v3.2-20251201,DeepSeek: DeepSeek V3.2,1764594642,"DeepSeek-V3.2 is a large language model designed to harmonize high computational efficiency with strong reasoning and agentic tool-use performance. It introduces DeepSeek Sparse Attention (DSA), a fine-grained sparse attention mechanism...",163840,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,deepseek-ai/DeepSeek-V3.2,,,
anthropic/claude-opus-4.5,anthropic/claude-4.5-opus-20251124,Anthropic: Claude Opus 4.5,1764010580,"Claude Opus 4.5 is Anthropic’s frontier reasoning model optimized for complex software engineering, agentic workflows, and long-horizon computer use. It offers strong multimodal capabilities, competitive performance across real-world coding and...",200000,include_reasoning; max_completion_tokens; max_tokens; reasoning; response_format; stop; structured_outputs; temperature; tool_choice; tools; top_k; verbosity,,,,
anthropic/claude-opus-4.5:batch,anthropic/claude-4.5-opus-20251124,Anthropic: Claude Opus 4.5 (batch),1764010580,"Claude Opus 4.5 is Anthropic’s frontier reasoning model optimized for complex software engineering, agentic workflows, and long-horizon computer use. It offers strong multimodal capabilities, competitive performance across real-world coding and...",200000,include_reasoning; max_tokens; reasoning; response_format; stop; structured_outputs; temperature; tool_choice; tools; verbosity,,,,
google/gemini-3-pro-image-preview,google/gemini-3-pro-image-preview-20251120,Google: Nano Banana Pro (Gemini 3 Pro Image Preview),1763653797,"Nano Banana Pro is Google’s most advanced image-generation and editing model, built on Gemini 3 Pro. It extends the original Nano Banana with significantly improved multimodal reasoning, real-world grounding, and...",65536,include_reasoning; max_tokens; reasoning; response_format; seed; stop; structured_outputs; temperature; top_p,,,,
openai/gpt-5.1,openai/gpt-5.1-20251113,OpenAI: GPT-5.1,1763060305,"GPT-5.1 is the latest frontier-grade model in the GPT-5 series, offering stronger general-purpose reasoning, improved instruction adherence, and a more natural conversational style compared to GPT-5. It uses adaptive reasoning...",400000,include_reasoning; max_completion_tokens; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,,,
openai/gpt-5.1:batch,openai/gpt-5.1-20251113,OpenAI: GPT-5.1 (batch),1763060305,"GPT-5.1 is the latest frontier-grade model in the GPT-5 series, offering stronger general-purpose reasoning, improved instruction adherence, and a more natural conversational style compared to GPT-5. It uses adaptive reasoning...",400000,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,,,
openai/gpt-5.1-codex,openai/gpt-5.1-codex-20251113,OpenAI: GPT-5.1-Codex,1763060298,"GPT-5.1-Codex is a specialized version of GPT-5.1 optimized for software engineering and coding workflows. It is designed for both interactive development sessions and long, independent execution of complex engineering tasks....",400000,include_reasoning; max_completion_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,,,
openai/gpt-5.1-codex-mini,openai/gpt-5.1-codex-mini-20251113,OpenAI: GPT-5.1-Codex-Mini,1763057820,GPT-5.1-Codex-Mini is a smaller and faster version of GPT-5.1-Codex,400000,include_reasoning; max_completion_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,,,
moonshotai/kimi-k2-thinking,moonshotai/kimi-k2-thinking-20251106,MoonshotAI: Kimi K2 Thinking,1762440622,"Kimi K2 Thinking is Moonshot AI’s most advanced open reasoning model to date, extending the K2 series into agentic, long-horizon reasoning. Built on the trillion-parameter Mixture-of-Experts (MoE) architecture introduced in...",262144,frequency_penalty; include_reasoning; logprobs; max_tokens; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,moonshotai/Kimi-K2-Thinking,,,
amazon/nova-premier-v1,amazon/nova-premier-v1,Amazon: Nova Premier 1.0,1761950332,Amazon Nova Premier is the most capable of Amazon’s multimodal models for complex reasoning tasks and for use as the best teacher for distilling custom models.,1000000,max_tokens; stop; temperature; tools; top_k; top_p,,,,
perplexity/sonar-pro-search,perplexity/sonar-pro-search,Perplexity: Sonar Pro Search,1761854366,"Exclusively available on the OpenRouter API, Sonar Pro's new Pro Search mode is Perplexity's most advanced agentic search system. It is designed for deeper reasoning and analysis. Pricing is based...",200000,frequency_penalty; include_reasoning; max_tokens; presence_penalty; reasoning; structured_outputs; temperature; top_k; top_p; web_search_options,,,,
mistralai/voxtral-small-24b-2507,mistralai/voxtral-small-24b-2507,Mistral: Voxtral Small 24B 2507,1761835144,"Voxtral Small is an enhancement of Mistral Small 3, incorporating state-of-the-art audio input capabilities while retaining best-in-class text performance. It excels at speech transcription, translation and audio understanding. Input audio...",32768,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,mistralai/Voxtral-Small-24B-2507,,,
openai/gpt-oss-safeguard-20b,openai/gpt-oss-safeguard-20b,OpenAI: gpt-oss-safeguard-20b,1761752836,"gpt-oss-safeguard-20b is a safety reasoning model from OpenAI built upon gpt-oss-20b. This open-weight, 21B-parameter Mixture-of-Experts (MoE) model offers lower latency for safety tasks like content classification, LLM filtering, and trust...",131072,include_reasoning; max_tokens; reasoning; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,openai/gpt-oss-safeguard-20b,,,
minimax/minimax-m2,minimax/minimax-m2,MiniMax: MiniMax M2,1761252093,"MiniMax-M2 is a compact, high-efficiency large language model optimized for end-to-end coding and agentic workflows. With 10 billion activated parameters (230 billion total), it delivers near-frontier intelligence across general reasoning,...",204800,frequency_penalty; include_reasoning; logprobs; max_tokens; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,MiniMaxAI/MiniMax-M2,,,
qwen/qwen3-vl-32b-instruct,qwen/qwen3-vl-32b-instruct,Qwen: Qwen3 VL 32B Instruct,1761231332,"Qwen3-VL-32B-Instruct is a large-scale multimodal vision-language model designed for high-precision understanding and reasoning across text, images, and video. With 32 billion parameters, it combines deep visual perception with advanced text...",131072,frequency_penalty; logprobs; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,Qwen/Qwen3-VL-32B-Instruct,,,
ibm-granite/granite-4.0-h-micro,ibm-granite/granite-4.0-h-micro,IBM: Granite 4.0 Micro,1760927695,Granite-4.0-H-Micro is a 3B parameter from the Granite 4 family of models. These models are the latest in a series of models released by IBM. They are fine-tuned for long...,131000,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; temperature; top_k; top_logprobs; top_p,ibm-granite/granite-4.0-h-micro,,,
openai/gpt-5-image-mini,openai/gpt-5-image-mini,OpenAI: GPT-5 Image Mini,1760624583,"GPT-5 Image Mini combines OpenAI's advanced language capabilities, powered by [GPT-5 Mini](https://openrouter.ai/openai/gpt-5-mini), with GPT Image 1 Mini for efficient image generation. This natively multimodal model features superior instruction following, text...",400000,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; presence_penalty; reasoning; response_format; seed; stop; structured_outputs; temperature; top_logprobs; top_p,,,,
anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Anthropic: Claude Haiku 4.5,1760547638,"Claude Haiku 4.5 is Anthropic’s fastest and most efficient model, delivering near-frontier intelligence at a fraction of the cost and latency of larger Claude models. Matching Claude Sonnet 4’s performance...",200000,include_reasoning; max_completion_tokens; max_tokens; reasoning; response_format; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,,,,
anthropic/claude-haiku-4.5:batch,anthropic/claude-4.5-haiku-20251001,Anthropic: Claude Haiku 4.5 (batch),1760547638,"Claude Haiku 4.5 is Anthropic’s fastest and most efficient model, delivering near-frontier intelligence at a fraction of the cost and latency of larger Claude models. Matching Claude Sonnet 4’s performance...",200000,include_reasoning; max_tokens; reasoning; response_format; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,,,,
qwen/qwen3-vl-8b-thinking,qwen/qwen3-vl-8b-thinking,Qwen: Qwen3 VL 8B Thinking,1760463746,"Qwen3-VL-8B-Thinking is the reasoning-optimized variant of the Qwen3-VL-8B multimodal model, designed for advanced visual and textual reasoning across complex scenes, documents, and temporal sequences. It integrates enhanced multimodal alignment and...",131072,frequency_penalty; include_reasoning; logprobs; max_tokens; presence_penalty; reasoning; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,Qwen/Qwen3-VL-8B-Thinking,,,
qwen/qwen3-vl-8b-instruct,qwen/qwen3-vl-8b-instruct,Qwen: Qwen3 VL 8B Instruct,1760463308,"Qwen3-VL-8B-Instruct is a multimodal vision-language model from the Qwen3-VL series, built for high-fidelity understanding and reasoning across text, images, and video. It features improved multimodal fusion with Interleaved-MRoPE for long-horizon...",262144,frequency_penalty; logit_bias; logprobs; max_tokens; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,Qwen/Qwen3-VL-8B-Instruct,,,
openai/gpt-5-image,openai/gpt-5-image,OpenAI: GPT-5 Image,1760447986,"[GPT-5](https://openrouter.ai/openai/gpt-5) Image combines OpenAI's GPT-5 model with state-of-the-art image generation capabilities. It offers major improvements in reasoning, code quality, and user experience while incorporating GPT Image 1's superior instruction following,...",400000,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; presence_penalty; reasoning; response_format; seed; stop; structured_outputs; temperature; top_logprobs; top_p,,,,
google/gemini-2.5-flash-image,google/gemini-2.5-flash-image,Google: Nano Banana (Gemini 2.5 Flash Image),1759870431,"Gemini 2.5 Flash Image, a.k.a. ""Nano Banana,"" is now generally available. It is a state of the art image generation model with contextual understanding. It is capable of image generation,...",32768,max_tokens; response_format; seed; stop; structured_outputs; temperature; top_p,,2025-01-31,,
qwen/qwen3-vl-30b-a3b-thinking,qwen/qwen3-vl-30b-a3b-thinking,Qwen: Qwen3 VL 30B A3B Thinking,1759794479,"Qwen3-VL-30B-A3B-Thinking is a multimodal model that unifies strong text generation with visual understanding for images and videos. Its Thinking variant enhances reasoning in STEM, math, and complex tasks. It excels...",262144,frequency_penalty; include_reasoning; logprobs; max_tokens; presence_penalty; reasoning; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,Qwen/Qwen3-VL-30B-A3B-Thinking,2025-03-31,,
qwen/qwen3-vl-30b-a3b-instruct,qwen/qwen3-vl-30b-a3b-instruct,Qwen: Qwen3 VL 30B A3B Instruct,1759794476,Qwen3-VL-30B-A3B-Instruct is a multimodal model that unifies strong text generation with visual understanding for images and videos. Its Instruct variant optimizes instruction-following for general multimodal tasks. It excels in perception...,262144,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,Qwen/Qwen3-VL-30B-A3B-Instruct,2025-03-31,,
openai/gpt-5-pro,openai/gpt-5-pro-2025-10-06,OpenAI: GPT-5 Pro,1759776663,"GPT-5 Pro is OpenAI’s most advanced model, offering major improvements in reasoning, code quality, and user experience. It is optimized for complex tasks that require step-by-step reasoning, instruction following, and...",400000,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,2024-09-30,,
openai/gpt-5-pro:batch,openai/gpt-5-pro-2025-10-06,OpenAI: GPT-5 Pro (batch),1759776663,"GPT-5 Pro is OpenAI’s most advanced model, offering major improvements in reasoning, code quality, and user experience. It is optimized for complex tasks that require step-by-step reasoning, instruction following, and...",400000,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,2024-09-30,,
z-ai/glm-4.6,z-ai/glm-4.6,Z.ai: GLM 4.6,1759235576,"Compared with GLM-4.5, this generation brings several key improvements: Longer context window: The context window has been expanded from 128K to 200K tokens, enabling the model to handle more complex...",204800,frequency_penalty; include_reasoning; logit_bias; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,zai-org/GLM-4.6,2025-03-31,,
anthropic/claude-sonnet-4.5,anthropic/claude-4.5-sonnet-20250929,Anthropic: Claude Sonnet 4.5,1759161676,"Claude Sonnet 4.5 is Anthropic’s most advanced Sonnet model to date, optimized for real-world agents and coding workflows. It delivers state-of-the-art performance on coding benchmarks such as SWE-bench Verified, with...",1000000,include_reasoning; max_completion_tokens; max_tokens; reasoning; response_format; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,,2025-01-31,,
anthropic/claude-sonnet-4.5:batch,anthropic/claude-4.5-sonnet-20250929,Anthropic: Claude Sonnet 4.5 (batch),1759161676,"Claude Sonnet 4.5 is Anthropic’s most advanced Sonnet model to date, optimized for real-world agents and coding workflows. It delivers state-of-the-art performance on coding benchmarks such as SWE-bench Verified, with...",1000000,include_reasoning; max_tokens; reasoning; response_format; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,,2025-01-31,,
deepseek/deepseek-v3.2-exp,deepseek/deepseek-v3.2-exp,DeepSeek: DeepSeek V3.2 Exp,1759150481,"DeepSeek-V3.2-Exp is an experimental large language model released by DeepSeek as an intermediate step between V3.1 and future architectures. It introduces DeepSeek Sparse Attention (DSA), a fine-grained sparse attention mechanism...",163840,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,deepseek-ai/DeepSeek-V3.2-Exp,2025-07-31,,
thedrummer/cydonia-24b-v4.1,thedrummer/cydonia-24b-v4.1,TheDrummer: Cydonia 24B V4.1,1758931878,"Uncensored and creative writing model based on Mistral Small 3.2 24B with good recall, prompt adherence, and intelligence.",131072,frequency_penalty; logit_bias; logprobs; max_tokens; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; top_k; top_logprobs; top_p,thedrummer/cydonia-24b-v4.1,2024-04-30,,
relace/relace-apply-3,relace/relace-apply-3,Relace: Relace Apply 3,1758891572,"Relace Apply 3 is a specialized code-patching LLM that merges AI-suggested edits straight into your source files. It can apply updates from GPT-4o, Claude, and others into your files at...",256000,max_tokens; seed; stop,,,,
qwen/qwen3-vl-235b-a22b-thinking,qwen/qwen3-vl-235b-a22b-thinking,Qwen: Qwen3 VL 235B A22B Thinking,1758668690,Qwen3-VL-235B-A22B Thinking is a multimodal model that unifies strong text generation with visual understanding across images and video. The Thinking model is optimized for multimodal reasoning in STEM and math....,131072,frequency_penalty; include_reasoning; logprobs; max_tokens; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,Qwen/Qwen3-VL-235B-A22B-Thinking,2025-03-31,,
qwen/qwen3-vl-235b-a22b-instruct,qwen/qwen3-vl-235b-a22b-instruct,Qwen: Qwen3 VL 235B A22B Instruct,1758668687,"Qwen3-VL-235B-A22B Instruct is an open-weight multimodal model that unifies strong text generation with visual understanding across images and video. The Instruct model targets general vision-language use (VQA, document parsing, chart/table...",262144,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,Qwen/Qwen3-VL-235B-A22B-Instruct,2025-03-31,,
qwen/qwen3-max,qwen/qwen3-max,Qwen: Qwen3 Max,1758662808,"Qwen3-Max is an updated release built on the Qwen3 series, offering major improvements in reasoning, instruction following, multilingual support, and long-tail knowledge coverage compared to the January 2025 version. It...",262144,frequency_penalty; logprobs; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,,2025-06-30,,
qwen/qwen3-coder-plus,qwen/qwen3-coder-plus,Qwen: Qwen3 Coder Plus,1758662707,Qwen3 Coder Plus is Alibaba's proprietary version of the Open Source Qwen3 Coder 480B A35B. It is a powerful coding agent model specializing in autonomous programming via tool calling and...,1000000,frequency_penalty; logprobs; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,,2025-06-30,,
